question,votes,tags
Training data for sentiment analysis [closed],57,nlp machine-learning text-analysis sentiment-analysis training-data
Training data for sentiment analysis [closed],57,nlp machine-learning text-analysis sentiment-analysis training-data
keras: how to save the training history attribute of the history object,56,python machine-learning neural-network deep-learning keras
keras: how to save the training history attribute of the history object,56,python machine-learning neural-network deep-learning keras
keras: how to save the training history attribute of the history object,56,python machine-learning neural-network deep-learning keras
Converting a Vision VNTextObservation to a String,56,ios machine-learning ocr nslinguistictagger apple-vision
Converting a Vision VNTextObservation to a String,56,ios machine-learning ocr nslinguistictagger apple-vision
Converting a Vision VNTextObservation to a String,56,ios machine-learning ocr nslinguistictagger apple-vision
Java-R integration?,54,java r machine-learning regression
Java-R integration?,54,java r machine-learning regression
Java-R integration?,54,java r machine-learning regression
Normalize a feature in this table,54,machine-learning normalization
Normalize a feature in this table,54,machine-learning normalization
Normalize a feature in this table,54,machine-learning normalization
Evaluation & Calculate Top-N Accuracy: Top 1 and Top 5,53,algorithm machine-learning evaluation top-n
Evaluation & Calculate Top-N Accuracy: Top 1 and Top 5,53,algorithm machine-learning evaluation top-n
Evaluation & Calculate Top-N Accuracy: Top 1 and Top 5,53,algorithm machine-learning evaluation top-n
Meaning of an Epoch in Neural Networks Training,53,machine-learning artificial-intelligence neural-network pybrain
Meaning of an Epoch in Neural Networks Training,53,machine-learning artificial-intelligence neural-network pybrain
Meaning of an Epoch in Neural Networks Training,53,machine-learning artificial-intelligence neural-network pybrain
Unbalanced data and weighted cross entropy,53,python machine-learning tensorflow deep-learning
Unbalanced data and weighted cross entropy,53,python machine-learning tensorflow deep-learning
Unbalanced data and weighted cross entropy,53,python machine-learning tensorflow deep-learning
How to do multi class classification using Support Vector Machines (SVM),53,machine-learning svm libsvm
How to do multi class classification using Support Vector Machines (SVM),53,machine-learning svm libsvm
How to do multi class classification using Support Vector Machines (SVM),53,machine-learning svm libsvm
Can someone explain to me the difference between a cost function and the gradient descent equation in logistic regression?,52,machine-learning
Can someone explain to me the difference between a cost function and the gradient descent equation in logistic regression?,52,machine-learning
Can someone explain to me the difference between a cost function and the gradient descent equation in logistic regression?,52,machine-learning
Keras model.summary() result - Understanding the # of Parameters,52,python machine-learning neural-network keras theano
Keras model.summary() result - Understanding the # of Parameters,52,python machine-learning neural-network keras theano
Keras model.summary() result - Understanding the # of Parameters,52,python machine-learning neural-network keras theano
What is a Learning Curve in machine learning?,51,machine-learning
What is a Learning Curve in machine learning?,51,machine-learning
What is a Learning Curve in machine learning?,51,machine-learning
Linear regression analysis with string/categorical features (variables)?,50,python machine-learning regression linear-regression feature-selection
Linear regression analysis with string/categorical features (variables)?,50,python machine-learning regression linear-regression feature-selection
Linear regression analysis with string/categorical features (variables)?,50,python machine-learning regression linear-regression feature-selection
Show progress bar for each epoch during batchwise training in Keras,50,python machine-learning keras
Show progress bar for each epoch during batchwise training in Keras,50,python machine-learning keras
Show progress bar for each epoch during batchwise training in Keras,50,python machine-learning keras
What is the difference between a sigmoid followed by the cross entropy and sigmoid_cross_entropy_with_logits in TensorFlow?,50,machine-learning tensorflow classification cross-entropy sigmoid
What is the difference between a sigmoid followed by the cross entropy and sigmoid_cross_entropy_with_logits in TensorFlow?,50,machine-learning tensorflow classification cross-entropy sigmoid
What is the difference between a sigmoid followed by the cross entropy and sigmoid_cross_entropy_with_logits in TensorFlow?,50,machine-learning tensorflow classification cross-entropy sigmoid
